nothing	time	filler			
application	12	3			
application	12	5			
application	12	7			
application	12	7			
application	12	5			
application	12	1			
application	12	1			
application	12	3			
application	12	7			
application	12	3			
application	12	7			
application	12	0			
application	12	7			
application	12	0			
application	12	3			
application	12	3			
application	12	5			
application	12	0			
application	12	0			
application	12	7			
application	12	0			
application	12	2			
application	12	0			
application	12	5			
application	12	5			
application	12	4			
application	12	0			
application	12	3			
application	12	4			
application	12	0			
application	12	0			
application	12	0			
application	12	7			
application	12	7			
application	12	0			
application	12	0			
application	12	10			
application	12	10			
application	12	10			
application	12	10			
application	12	10			
application	12	10			
application	12	10			
application	12	10			
application	12	10			
application	12	0			
application	12	0			
application	12	0			
application	12	7			
application	12	0			
application	12	0			
application	12	7			
application	12	0			
application	12	0			
application	12	0			
application	12	0			
application	12	3			
application	12	0			
application	12	4			
application	12	0			
application	12	7			
application	12	7			
application	12	3			
application	12	3			
application	12	3			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	6			
application	12	7			
application	12	2			
application	12	0			
application	12	7			
application	12	0			
application	12	0			
application	12	3			
application	12	1			
application	12	1			
application	12	1			
application	12	3			
application	12	7			
application	12	3			
application	12	3			
application	12	0			
application	12	0			
application	12	0			
application	12	0			
application	12	3			
application	12	1			
application	12	1			
application	12	1			
application	12	12			
application	12	0			
application	12	5			
application	12	2			
application	12	7			
application	12	0			
application	12	5			
application	12	5			
application	12	2			
application	12	5			
application	12	0			
application	12	2			
application	12	5			
application	12	7			
application	12	2			
application	12	3			
application	12	5			
application	12	0			
application	12	6			
application	12	0			
application	12	5			
application	12	7			
application	12	2			
application	12	0			
application	12	0			
application	12	3			
application	12	7			
application	12	4			
application	12	2			
application	12	0			
application	12	7			
application	12	0			
application	12	0			
application	12	7			
application	12	3			
application	12	3			
application	12	0			
application	12	3			
application	12	0			
application	12	3			
application	12	7			
application	12	0			
application	12	0			
application	12	7			
application	12	5			
application	12	0			
application	12	0			
application	12	7			
application	12	0			
application	12	0			
application	12	0			
application	12	0			
application	12	7			
application	12	3			
application	12	0			
application	12	0			
application	12	7			
application	12	2			
application	12	3			
application	12	7			
application	12	0			
application	12	0			
application	12	1			
application	12	7			
application	12	0			
application	12	3			
application	12	3			
application	12	7			
application	12	0			
application	12	5			
application	12	7			
application	12	3			
application	12	0			
application	12	0			
application	12	0			
application	12	7			
application	12	2			
application	12	0			
application	12	0			
application	12	3			
application	12	7			
application	12	3			
application	12	5			
application	12	7			
application	12	2			
application	12	7			
application	12	0			
application	12	7			
application	12	0			
application	12	2			
application	12	7			
application	12	0			
application	12	2			
application	12	2			
application	12	3			
application	12	0			
application	12	0			
application	12	5			
application	12	3			
application	12	0			
application	12	0			
application	12	5			
application	12	3			
application	12	0			
application	12	5			
application	12	4			
application	12	0			
application	12	7			
application	12	3			
application	12	3			
application	12	0			
application	12	7			
application	12	0			
application	12	0			
application	12	5			
application	12	0			
application	12	7			
application	12	3			
application	12	3			
application	12	7			
application	12	5			
application	12	3			
application	12	3			
application	12	7			
application	12	5			
application	12	2			
application	12	0			
application	12	3			
application	12	0			
application	12	0			
application	12	7			
application	12	7			
application	12	2			
application	12	0			
application	12	3			
application	12	2			
application	12	7			
application	12	0			
application	12	2			
application	12	0			
application	12	3			
application	12	3			
application	12	0			
application	12	3			
application	12	7			
application	12	3			
application	12	3			
application	12	0			
application	12	3			
application	12	5			
application	12	0			
application	12	0			
application	12	2			
application	12	0			
application	12	5			
application	12	0			
application	12	0			
application	12	2			
application	12	0			
application	12	7			
application	12	3			
application	12	3			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	1			
application	12	6			
application	12	7			
application	12	5			
application	12	0			
application	12	3			
application	12	5			
application	12	5			
application	12	0			
application	12	2			
application	12	2			
application	12	0			
application	12	5			
application	12	5			
application	12	2			
application	12	0			
application	12	0			
application	12	3			
application	12	5			
application	12	11			
application	12	7			
file	12	3			
file	12	3			
file	12	3			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	2			
file	12	2			
file	12	2			
file	12	3			
file	12	5			
file	12	3			
file	12	2			
file	12	0			
file	12	2			
file	12	5			
file	12	7			
file	12	2			
file	12	3			
file	12	7			
file	12	4			
file	12	0			
file	12	0			
file	12	3			
file	12	3			
file	12	7			
file	12	3			
file	12	3			
file	12	3			
file	12	0			
file	12	3			
file	12	3			
file	12	0			
file	12	7			
file	12	7			
file	12	2			
file	12	8			
file	12	12			
file	12	2			
file	12	0			
file	12	0			
file	12	0			
file	12	2			
file	12	2			
file	12	0			
file	12	7			
file	12	2			
file	12	10			
file	12	2			
file	12	0			
file	12	5			
file	12	0			
file	12	3			
file	12	3			
file	12	0			
file	12	7			
file	12	7			
file	12	0			
file	12	0			
file	12	2			
file	12	0			
file	12	7			
file	12	3			
file	12	0			
file	12	3			
file	12	7			
file	12	5			
file	12	7			
file	12	3			
file	12	12			
file	12	0			
file	12	6			
file	12	2			
file	12	7			
file	12	0			
file	12	12			
file	12	12			
file	12	2			
file	12	12			
file	12	9			
file	12	2			
file	12	5			
file	12	3			
file	12	2			
file	12	2			
file	12	0			
file	12	12			
file	12	0			
file	12	12			
file	12	2			
file	12	12			
file	12	6			
file	12	3			
file	12	3			
file	12	9			
file	12	3			
file	12	12			
file	12	7			
file	12	12			
file	12	12			
file	12	0			
file	12	5			
file	12	2			
file	12	5			
file	12	3			
file	12	2			
file	12	0			
file	12	3			
file	12	5			
file	12	3			
file	12	3			
file	12	12			
file	12	0			
file	12	3			
file	12	2			
file	12	7			
file	12	5			
file	12	9			
file	12	12			
file	12	9			
file	12	12			
file	12	12			
file	12	9			
file	12	2			
file	12	2			
file	12	2			
file	12	2			
file	12	3			
file	12	0			
file	12	5			
file	12	2			
file	12	5			
file	12	3			
file	12	3			
file	12	12			
file	12	3			
file	12	3			
file	12	12			
file	12	3			
file	12	3			
file	12	12			
file	12	2			
file	12	12			
file	12	0			
file	12	3			
file	12	12			
file	12	5			
file	12	12			
file	12	2			
file	12	12			
file	12	12			
file	12	5			
file	12	12			
file	12	8			
file	12	8			
file	12	3			
file	12	7			
file	12	5			
file	12	5			
file	12	5			
file	12	7			
file	12	5			
file	12	5			
file	12	6			
file	12	3			
file	12	6			
file	12	3			
file	12	3			
file	12	3			
file	12	7			
file	12	7			
file	12	5			
file	12	5			
file	12	2			
file	12	0			
file	12	3			
file	12	7			
file	12	0			
file	12	0			
file	12	4			
file	12	0			
file	12	7			
file	12	2			
file	12	12			
file	12	7			
file	12	2			
file	12	3			
file	12	7			
file	12	0			
file	12	2			
file	12	2			
file	12	7			
file	12	2			
file	12	0			
file	12	0			
file	12	0			
file	12	5			
file	12	0			
file	12	0			
file	12	7			
file	12	3			
file	12	5			
file	12	5			
file	12	0			
file	12	7			
file	12	5			
file	12	7			
file	12	7			
file	12	7			
file	12	3			
file	12	3			
file	12	0			
file	12	7			
file	12	4			
file	12	3			
file	12	7			
file	12	3			
file	12	5			
file	12	0			
file	12	0			
file	12	2			
file	12	2			
file	12	7			
file	12	0			
file	12	3			
file	12	0			
file	12	5			
file	12	7			
file	12	5			
file	12	5			
file	12	3			
file	12	7			
file	12	0			
file	12	0			
file	12	7			
file	12	7			
file	12	0			
file	12	3			
file	12	7			
file	12	0			
file	12	2			
file	12	7			
file	12	5			
file	12	7			
file	12	7			
file	12	5			
file	12	2			
file	12	5			
file	12	2			
file	12	0			
file	12	2			
file	12	0			
file	12	7			
file	12	5			
file	12	5			
file	12	2			
file	12	2			
file	12	2			
file	12	2			
file	12	2			
file	12	0			
file	12	3			
file	12	0			
file	12	2			
file	12	7			
file	12	3			
file	12	3			
file	12	2			
file	12	2			
file	12	5			
file	12	5			
file	12	2			
file	12	5			
file	12	2			
file	12	3			
file	12	5			
file	12	3			
file	12	8			
file	12	2			
file	12	8			
file	12	0			
file	12	2			
file	12	2			
file	12	3			
file	12	7			
file	12	5			
file	12	3			
file	12	2			
file	12	3			
file	12	8			
file	12	5			
file	12	0			
file	12	2			
file	12	3			
file	12	5			
file	12	3			
file	12	5			
file	12	5			
file	12	2			
file	12	8			
file	12	5			
file	12	5			
file	12	2			
file	12	5			
file	12	8			
file	12	5			
file	12	8			
file	12	7			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	3			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	6			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	7			
file	12	7			
file	12	0			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	3			
file	12	3			
file	12	0			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	0			
file	12	7			
file	12	0			
file	12	5			
file	12	2			
file	12	3			
file	12	7			
file	12	2			
file	12	2			
file	12	5			
file	12	7			
file	12	3			
file	12	7			
file	12	3			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	7			
file	12	5			
file	12	0			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	0			
file	12	2			
file	12	3			
file	12	7			
file	12	0			
file	12	3			
file	12	5			
file	12	2			
file	12	2			
file	12	5			
file	12	7			
file	12	12			
file	12	0			
file	12	0			
file	12	2			
file	12	2			
file	12	3			
file	12	2			
file	12	12			
file	12	3			
file	12	2			
file	12	4			
file	12	2			
file	12	12			
file	12	12			
file	12	3			
file	12	3			
file	12	2			
file	12	0			
file	12	5			
file	12	2			
file	12	5			
file	12	2			
file	12	2			
file	12	2			
file	12	2			
file	12	3			
file	12	3			
file	12	2			
file	12	3			
file	12	2			
file	12	2			
file	12	3			
file	12	1			
file	12	1			
file	12	1			
file	12	1			
file	12	3			
file	12	7			
file	12	0			
file	12	6			
file	12	6			
file	12	6			
file	12	0			
file	12	0			
file	12	10			
file	12	7			
file	12	0			
file	12	0			
file	12	3			
file	12	10			
file	12	10			
file	12	10			
file	12	0			
file	12	3			
file	12	5			
file	12	3			
file	12	3			
file	12	3			
file	12	5			
file	12	5			
file	12	7			
file	12	5			
file	12	0			
file	12	2			
file	12	0			
file	12	12			
file	12	12			
file	12	3			
file	12	2			
file	12	3			
file	12	12			
file	12	7			
file	12	12			
file	12	12			
file	12	2			
file	12	5			
file	12	5			
file	12	5			
file	12	12			
file	12	12			
file	12	2			
file	12	2			
file	12	2			
file	12	3			
file	12	3			
file	12	0			
file	12	2			
file	12	2			
file	12	0			
file	12	2			
file	12	0			
file	12	0			
file	12	2			
file	12	0			
file	12	0			
file	12	3			
file	12	7			
file	12	1			
file	12	1			
file	12	1			
file	12	5			
file	12	1			
file	12	1			
file	12	1			
file	12	1			
file	12	1			
file	12	1			
file	12	5			
file	12	1			
file	12	1			
file	12	6			
file	12	1			
file	12	1			
file	12	1			
file	12	8			
file	12	8			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	7			
file	12	3			
file	12	0			
file	12	0			
file	12	7			
file	12	7			
file	12	3			
file	12	7			
file	12	7			
file	12	3			
file	12	0			
file	12	7			
file	12	3			
file	12	6			
file	12	3			
file	12	5			
file	12	2			
file	12	0			
file	12	0			
file	12	0			
file	12	5			
file	12	0			
file	12	7			
file	12	5			
file	12	3			
file	12	3			
file	12	2			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	7			
file	12	3			
file	12	0			
file	12	7			
file	12	7			
file	12	5			
file	12	7			
file	12	7			
file	12	0			
file	12	3			
file	12	2			
file	12	5			
file	12	5			
file	12	7			
file	12	7			
file	12	2			
file	12	2			
file	12	3			
file	12	7			
file	12	7			
file	12	7			
file	12	5			
file	12	7			
file	12	0			
file	12	7			
file	12	3			
file	12	7			
file	12	7			
file	12	3			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	7			
file	12	3			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	5			
file	12	7			
file	12	3			
file	12	7			
file	12	7			
file	12	3			
file	12	0			
file	12	7			
file	12	1			
file	12	1			
file	12	1			
file	12	5			
file	12	5			
file	12	1			
file	12	1			
file	12	6			
file	12	5			
file	12	1			
file	12	1			
file	12	0			
file	12	5			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	12			
file	12	2			
file	12	2			
file	12	2			
file	12	12			
file	12	12			
file	12	3			
file	12	7			
file	12	0			
file	12	0			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	0			
file	12	3			
file	12	2			
file	12	7			
file	12	2			
file	12	0			
file	12	3			
file	12	2			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	2			
file	12	11			
file	12	11			
file	12	11			
file	12	11			
file	12	11			
file	12	11			
file	12	11			
file	12	11			
file	12	11			
file	12	0			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	10			
file	12	1			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	8			
file	12	7			
file	12	3			
file	12	0			
file	12	7			
file	12	7			
file	12	3			
file	12	0			
file	12	7			
file	12	0			
file	12	12			
file	12	6			
file	12	6			
file	12	7			
file	12	0			
file	12	2			
file	12	0			
file	12	7			
file	12	0			
file	12	3			
file	12	2			
file	12	7			
file	12	0			
file	12	0			
file	12	11			
file	12	0			
file	12	4			
file	12	3			
file	12	3			
file	12	10			
file	12	0			
file	12	3			
file	12	0			
file	12	0			
file	12	3			
file	12	0			
file	12	0			
file	12	0			
file	12	1			
file	12	1			
file	12	1			
file	12	7			
file	12	0			
file	12	7			
file	12	3			
file	12	5			
file	12	3			
file	12	4			
file	12	6			
file	12	5			
file	12	3			
file	12	3			
file	12	7			
file	12	3			
file	12	3			
file	12	2			
file	12	5			
file	12	3			
file	12	0			
file	12	7			
file	12	2			
file	12	12			
file	12	3			
file	12	2			
file	12	2			
file	12	0			
file	12	2			
file	12	5			
file	12	0			
file	12	3			
file	12	12			
file	12	3			
file	12	3			
file	12	5			
file	12	3			
file	12	12			
file	12	2			
file	12	12			
file	12	5			
file	12	0			
file	12	0			
file	12	3			
file	12	12			
file	12	3			
file	12	5			
file	12	0			
file	12	4			
file	12	3			
file	12	3			
file	12	3			
file	12	5			
file	12	6			
file	12	3			
file	12	8			
file	12	0			
file	12	0			
file	12	4			
file	12	7			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	1			
file	12	1			
file	12	12			
file	12	0			
file	12	7			
file	12	0			
file	12	7			
file	12	0			
file	12	7			
file	12	5			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	3			
file	12	3			
file	12	3			
file	12	8			
file	12	7			
file	12	2			
file	12	0			
file	12	2			
file	12	2			
file	12	0			
file	12	12			
file	12	7			
file	12	2			
file	12	2			
file	12	2			
file	12	12			
file	12	7			
file	12	3			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	12			
file	12	0			
file	12	3			
file	12	7			
file	12	2			
file	12	2			
file	12	2			
file	12	2			
file	12	0			
file	12	0			
file	12	3			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	4			
file	12	3			
file	12	7			
file	12	0			
file	12	12			
file	12	0			
file	12	0			
file	12	7			
file	12	3			
file	12	2			
file	12	7			
file	12	0			
file	12	3			
file	12	7			
file	12	4			
file	12	3			
file	12	4			
file	12	8			
file	12	8			
file	12	3			
file	12	0			
file	12	7			
file	12	11			
file	12	10			
file	12	11			
file	12	0			
file	12	10			
file	12	0			
file	12	3			
file	12	0			
file	12	3			
file	12	3			
file	12	0			
file	12	7			
file	12	0			
file	12	7			
file	12	0			
file	12	7			
file	12	2			
file	12	0			
file	12	0			
file	12	0			
file	12	3			
file	12	2			
file	12	3			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	4			
file	12	0			
file	12	0			
file	12	0			
file	12	2			
file	12	3			
file	12	0			
file	12	2			
file	12	7			
file	12	0			
file	12	0			
file	12	3			
file	12	0			
file	12	0			
file	12	3			
file	12	7			
file	12	0			
file	12	5			
file	12	3			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	12			
file	12	7			
file	12	2			
file	12	0			
file	12	12			
file	12	7			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	12			
file	12	12			
file	12	0			
file	12	2			
file	12	0			
file	12	2			
file	12	12			
file	12	2			
file	12	12			
file	12	7			
file	12	2			
file	12	0			
file	12	7			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	0			
file	12	0			
file	12	7			
file	12	7			
file	12	0			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	2			
file	12	7			
file	12	12			
file	12	3			
file	12	2			
file	12	2			
file	12	0			
file	12	2			
file	12	0			
file	12	0			
file	12	3			
file	12	2			
file	12	0			
file	12	2			
file	12	7			
file	12	0			
file	12	3			
file	12	3			
file	12	3			
file	12	7			
file	12	3			
file	12	4			
file	12	0			
file	12	3			
file	12	3			
file	12	0			
file	12	10			
file	12	0			
file	12	3			
file	12	0			
file	12	3			
file	12	7			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	2			
file	12	2			
file	12	0			
file	12	2			
file	12	0			
file	12	0			
file	12	2			
file	12	0			
file	12	7			
file	12	12			
file	12	3			
file	12	3			
file	12	3			
file	12	7			
file	12	2			
file	12	2			
file	12	2			
file	12	7			
file	12	2			
file	12	2			
file	12	2			
file	12	2			
file	12	2			
file	12	0			
file	12	2			
file	12	2			
file	12	7			
file	12	0			
file	12	3			
file	12	10			
file	12	0			
file	12	3			
file	12	0			
file	12	4			
file	12	3			
file	12	7			
file	12	8			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	10			
file	12	0			
file	12	3			
file	12	0			
file	12	3			
file	12	0			
file	12	3			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	7			
file	12	3			
file	12	0			
file	12	3			
file	12	7			
file	12	3			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	5			
file	12	7			
file	12	0			
file	12	2			
file	12	2			
file	12	0			
file	12	5			
file	12	2			
file	12	2			
file	12	0			
file	12	0			
file	12	7			
file	12	3			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	7			
file	12	7			
file	12	0			
file	12	2			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	4			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	0			
file	12	3			
file	12	0			
file	12	7			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	3			
file	12	3			
file	12	7			
file	12	0			
file	12	2			
file	12	2			
file	12	3			
file	12	2			
file	12	3			
file	12	7			
file	12	2			
file	12	3			
file	12	12			
file	12	12			
file	12	3			
file	12	0			
file	12	12			
file	12	2			
file	12	2			
file	12	12			
file	12	12			
file	12	3			
file	12	3			
file	12	2			
file	12	0			
file	12	2			
file	12	5			
file	12	12			
file	12	2			
file	12	6			
file	12	12			
file	12	12			
file	12	12			
file	12	12			
file	12	2			
file	12	0			
file	12	3			
file	12	7			
file	12	0			
file	12	0			
file	12	12			
file	12	0			
file	12	3			
file	12	0			
file	12	7			
file	12	0			
file	12	3			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	3			
file	12	3			
file	12	3			
file	12	0			
file	12	7			
file	12	3			
file	12	7			
file	12	3			
file	12	0			
file	12	3			
file	12	0			
file	12	7			
file	12	8			
file	12	0			
file	12	3			
file	12	2			
file	12	0			
file	12	2			
file	12	10			
file	12	0			
file	12	12			
file	12	11			
file	12	0			
file	12	6			
file	12	3			
file	12	2			
file	12	3			
file	12	2			
file	12	6			
file	12	3			
file	12	2			
file	12	10			
file	12	0			
file	12	6			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	2			
file	12	8			
file	12	3			
file	12	0			
file	12	7			
file	12	6			
file	12	3			
file	12	2			
file	12	2			
file	12	3			
file	12	2			
file	12	3			
file	12	3			
file	12	8			
file	12	2			
file	12	3			
file	12	10			
file	12	4			
file	12	0			
file	12	5			
file	12	0			
file	12	2			
file	12	7			
file	12	2			
file	12	0			
file	12	4			
file	12	0			
file	12	3			
file	12	10			
file	12	3			
file	12	3			
file	12	7			
file	12	0			
file	12	2			
file	12	0			
file	12	0			
file	12	7			
file	12	2			
file	12	3			
file	12	2			
file	12	0			
file	12	3			
file	12	7			
file	12	3			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	3			
file	12	0			
file	12	3			
file	12	0			
file	12	2			
file	12	5			
file	12	7			
file	12	2			
file	12	0			
file	12	0			
file	12	2			
file	12	12			
file	12	3			
file	12	2			
file	12	6			
file	12	3			
file	12	8			
file	12	3			
file	12	4			
file	12	5			
file	12	0			
file	12	0			
file	12	7			
file	12	2			
file	12	12			
file	12	3			
file	12	3			
file	12	3			
file	12	2			
file	12	2			
file	12	2			
file	12	2			
file	12	2			
file	12	2			
file	12	7			
file	12	3			
file	12	7			
file	12	12			
file	12	0			
file	12	3			
file	12	3			
file	12	0			
file	12	3			
file	12	7			
file	12	5			
file	12	3			
file	12	2			
file	12	7			
file	12	0			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	3			
file	12	0			
file	12	7			
file	12	2			
file	12	7			
file	12	3			
file	12	12			
file	12	12			
file	12	0			
file	12	7			
file	12	0			
file	12	2			
file	12	0			
file	12	0			
file	12	3			
file	12	7			
file	12	12			
file	12	3			
file	12	2			
file	12	12			
file	12	5			
file	12	7			
file	12	0			
file	12	5			
file	12	0			
file	12	3			
file	12	7			
file	12	5			
file	12	10			
file	12	0			
file	12	0			
file	12	8			
file	12	0			
file	12	4			
file	12	12			
file	12	2			
file	12	7			
file	12	2			
file	12	2			
file	12	3			
file	12	7			
file	12	0			
file	12	3			
file	12	7			
file	12	2			
file	12	2			
file	12	2			
file	12	2			
file	12	12			
file	12	2			
file	12	12			
file	12	5			
file	12	3			
file	12	12			
file	12	7			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	7			
file	12	0			
file	12	5			
file	12	0			
file	12	2			
file	12	12			
file	12	0			
file	12	0			
file	12	7			
file	12	0			
file	12	7			
file	12	0			
file	12	3			
file	12	0			
file	12	3			
file	12	7			
file	12	0			
file	12	2			
file	12	2			
file	12	7			
file	12	12			
file	12	0			
file	12	12			
file	12	3			
file	12	0			
file	12	0			
file	12	7			
file	12	7			
file	12	0			
file	12	0			
file	12	12			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	3			
file	12	0			
file	12	12			
file	12	12			
file	12	3			
file	12	7			
file	12	3			
file	12	7			
file	12	0			
file	12	7			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	0			
file	12	7			
file	12	0			
file	12	0			
file	12	0			
file	12	3			
file	12	3			
file	12	0			
file	12	0			
file	12	0			
file	12	8			
file	12	3			
file	12	3			
file	12	0			
file	12	0			
file	12	3			
file	12	7			
file	12	3			
file	12	0			
file	12	0			
file	12	7			
file	12	3			
file	12	7			
file	12	2			
file	12	3			
file	12	0			
file	12	0			
file	12	0			
file	12	3			
file	12	3			
file	12	3			
file	12	7			
file	12	0			
file	12	0			
file	12	7			
file	12	0			
file	12	7			
file	12	0			
file	12	3			
file	12	0			
file	12	7			
file	12	2			
file	12	2			
file	12	0			
file	12	0			
file	12	12			
file	12	0			
file	12	0			
file	12	3			
file	12	2			
file	12	0			
file	12	7			
file	12	7			
file	12	3			
file	12	3			
file	12	0			
file	12	7			
file	12	0			
file	12	12			
file	12	2			
file	12	0			
file	12	5			
file	12	2			
file	12	12			
file	12	0			
file	12	2			
file	12	0			
file	12	12			
file	12	7			
file	12	2			
file	12	5			
file	12	0			
file	12	0			
file	12	7			
file	12	0			
file	12	7			
file	12	12			
file	12	3			
file	12	12			
file	12	3			
file	12	7			
file	12	3			
file	12	8			
file	12	3			
file	12	7			
file	12	3			
file	12	7			
file	12	3			
file	12	7			
file	12	3			
file	12	3			
file	12	0			
file	12	2			
construction	12	0			
construction	12	3			
construction	12	0			
construction	12	7			
construction	12	3			
construction	12	7			
construction	12	0			
construction	12	7			
construction	12	3			
construction	12	3			
construction	12	0			
construction	12	0			
construction	12	0			
construction	12	10			
construction	12	3			
construction	12	4			
construction	12	3			
construction	12	3			
construction	12	0			
construction	12	4			
construction	12	3			
construction	12	12			
construction	12	0			
construction	12	0			
construction	12	12			
construction	12	5			
construction	12	6			
construction	12	6			
construction	12	2			
construction	12	3			
construction	12	6			
construction	12	0			
construction	12	3			
construction	12	5			
construction	12	12			
construction	12	2			
construction	12	12			
construction	12	0			
construction	12	7			
construction	12	2			
construction	12	7			
construction	12	7			
construction	12	3			
construction	12	2			
construction	12	0			
construction	12	0			
construction	12	7			
construction	12	0			
construction	12	2			
construction	12	0			
construction	12	0			
construction	12	0			
construction	12	7			
construction	12	0			
construction	12	7			
construction	12	4			
construction	12	2			
construction	12	3			
construction	12	6			
construction	12	0			
construction	12	5			
construction	12	0			
construction	12	3			
construction	12	3			
construction	12	0			
construction	12	7			
construction	12	0			
construction	12	0			
construction	12	3			
construction	12	4			
construction	12	3			
construction	12	0			
construction	12	5			
construction	12	0			
construction	12	2			
construction	12	5			
construction	12	0			
construction	12	7			
construction	12	2			
construction	12	6			
construction	12	3			
construction	12	5			
construction	12	3			
construction	12	7			
construction	12	0			
construction	12	0			
construction	12	2			
construction	12	2			
construction	12	0			
construction	12	0			
construction	12	6			
construction	12	7			
construction	12	7			
construction	12	0			
construction	12	0			
construction	12	0			
construction	12	0			
construction	12	7			
construction	12	7			
construction	12	0			
construction	12	0			
construction	12	0			
construction	12	1			
construction	12	6			
construction	12	1			
construction	12	2			
construction	12	1file	"file"""""""	12	1
construction	12	1			
construction	12	6			
construction	12	7			
construction	12	3			
construction	12	0			
construction	12	0			
construction	12	0			
construction	12	3file	"file"""""""	12	0
construction	12	5			
construction	12	2			
construction	12	0			
construction	12	0			
construction	12	5			
construction	12	2			
construction	12	5			
construction	12	3			
construction	12	2			
construction	12	2			
construction	12	6			
construction	12	5			
construction	12	5			
construction	12	7			
construction	12	5			
construction	12	2			
construction	12	2			
construction	12	5			
construction	12	2			
construction	12	5			
construction	12	2			
construction	12	2			
construction	12	2			
construction	12	0			
construction	12	2			
construction	12	2			
construction	12	2			
construction	12	2			
construction	12	2			
construction	12	2			
construction	12	2			
construction	12	0			
construction	12	0			
construction	12	0			
construction	12	0			
construction	12	6			
construction	12	7			
construction	12	0			
construction	12	3			
construction	12	7			
construction	12	0			
construction	12	2			
construction	12	5			
construction	12	3			
construction	12	0			
construction	12	5			
construction	12	7			
construction	12	2			
